"【改制後】縣市重要統計指標 依 指標, 期間 與 縣市"

" "," "," 總計"," 臺灣地區"," 新北市"," 臺北市"," 桃園市"," 臺中市"," 臺南市"," 高雄市"," 宜蘭縣"," 新竹縣"," 苗栗縣"," 彰化縣"," 南投縣"," 雲林縣"," 嘉義縣"," 屏東縣"," 臺東縣"," 花蓮縣"," 澎湖縣"," 基隆市"," 新竹市"," 嘉義市"," 金門縣"," 連江縣"
" ","2004",62.36,62.37,49.25,64.90,67.55,46.24,59.94,59.44,98.53,79.43,100.00,73.83,93.31,79.02,107.56,65.75,96.34,90.44,96.55,111.37,77.90,75.80,100.00,-
" ","2005",59.28,59.26,49.72,75.40,49.76,45.67,63.51,60.21,87.20,68.72,89.04,79.27,83.57,73.93,78.13,54.83,87.38,84.62,94.44,87.31,77.78,68.97,100.00,-
" ","2006",64.63,64.63,62.54,74.10,67.12,48.28,58.44,56.27,89.54,63.54,91.89,89.42,88.60,77.32,90.55,62.54,91.57,100.00,100.00,98.68,73.63,90.10,66.67,-
" ","2007",75.04,75.01,74.84,83.26,84.19,70.41,60.80,62.89,96.24,81.97,85.71,85.22,96.23,86.50,82.86,79.20,102.27,83.04,100.00,93.94,90.65,82.65,116.67,-
" ","2008",79.99,80.00,78.71,89.25,93.68,74.44,74.92,63.23,93.41,87.13,95.83,93.64,89.12,94.38,95.33,79.77,98.48,107.37,100.00,86.61,102.40,104.62,76.92,100.00
" ","2009",84.65,84.61,88.46,94.44,84.08,88.51,82.11,68.91,92.21,81.88,104.41,103.37,105.66,94.12,97.00,71.92,95.65,93.33,116.67,97.33,110.53,119.40,100.00,100.00
" ","2010",88.18,88.18,90.19,91.63,89.46,90.49,76.99,73.61,101.64,111.19,88.00,102.70,95.35,92.00,102.41,96.38,83.72,96.47,100.00,101.19,98.55,132.00,85.71,100.00
" ","2011",94.11,94.07,96.31,102.07,93.29,97.08,82.34,89.66,97.44,99.00,91.94,97.54,86.42,90.77,101.28,94.15,100.00,101.89,88.89,101.22,94.74,100.00,110.00,-
" ","2012",96.94,96.93,96.14,111.02,89.67,98.10,95.74,88.02,91.67,110.17,86.44,94.85,93.97,98.18,109.38,100.85,106.67,101.82,100.00,91.92,100.00,88.24,100.00,-
" ","2013",97.27,97.26,102.42,100.29,90.64,96.00,94.42,96.38,92.54,95.83,111.36,97.39,93.41,90.91,92.19,93.22,104.00,100.00,100.00,105.81,100.00,86.21,100.00,100.00
" ","2014",97.60,97.63,99.71,100.27,92.37,96.15,96.82,92.51,87.32,102.78,93.18,100.82,98.75,92.86,98.36,86.49,140.00,98.33,100.00,101.59,101.32,114.81,100.00,50.00
" 暴力犯罪人口率"
" ","1998",48.67,48.76,45.93,48.60,51.26,40.42,52.03,51.19,38.83,58.14,44.99,32.09,58.03,28.78,27.88,34.10,108.56,77.52,28.79,91.93,73.16,105.35,17.62,-
" ","1999",43.98,44.07,39.25,45.71,43.50,36.40,54.46,50.23,33.31,51.52,36.26,31.15,36.33,24.21,34.92,35.39,76.35,80.87,32.50,74.81,59.87,61.35,13.62,-
" ","2000",37.04,37.08,32.72,31.47,32.19,24.62,38.98,51.41,47.95,51.52,45.02,30.96,28.56,26.05,24.71,31.49,76.25,58.37,23.53,65.15,51.75,49.31,24.63,-
" ","2001",42.95,43.02,38.53,31.78,52.07,31.90,42.65,48.27,39.31,35.44,51.59,42.83,56.68,30.13,33.22,45.90,64.91,55.75,20.91,97.26,72.53,59.16,18.05,-
" ","2002",42.24,42.30,36.41,32.07,55.52,36.96,40.15,47.28,43.45,43.38,41.20,33.61,47.64,33.50,33.22,45.39,65.50,59.83,37.90,70.04,81.90,49.26,24.16,-
" ","2003",38.03,38.09,30.61,28.58,47.31,32.35,38.07,43.24,44.64,37.50,34.59,37.30,40.49,36.68,33.49,47.63,40.67,46.92,36.82,65.84,48.05,68.09,20.01,11.38
" ","2004",32.86,32.96,31.17,27.74,32.71,30.37,27.12,39.76,35.87,35.83,31.74,26.81,39.67,25.05,26.83,41.24,45.11,37.98,35.86,54.55,44.68,35.19,1.59,-
" ","2005",33.03,33.12,29.98,25.81,38.73,31.24,30.13,41.20,31.39,28.79,41.94,29.70,34.59,22.58,22.24,35.59,37.97,49.39,18.45,41.58,44.49,49.81,8.91,-
" ","2006",34.96,35.07,37.61,27.44,44.36,32.48,25.63,42.84,34.06,29.42,32.32,27.75,34.88,21.89,28.08,42.41,40.01,49.38,16.28,39.11,50.42,38.97,5.45,-
" ","2007",32.85,32.95,40.00,26.34,40.46,32.34,23.07,39.96,31.93,33.55,23.39,21.91,23.95,29.71,16.83,49.02,16.61,37.18,26.06,27.40,39.05,32.63,8.86,-
" ","2008",29.76,29.81,34.17,26.92,35.60,25.85,25.49,37.30,22.58,33.83,26.77,17.97,27.59,19.60,22.18,34.49,24.06,34.47,20.46,27.46,39.78,25.97,15.65,10.15
" ","2009",26.60,26.65,32.02,25.47,33.47,19.28,24.28,33.39,24.28,27.02,16.22,16.84,24.09,16.87,20.61,33.38,16.80,28.72,17.94,23.16,26.68,30.68,16.82,-
" ","2010",23.18,23.26,28.57,22.50,26.07,14.42,19.31,29.11,18.44,26.76,16.21,16.87,16.46,17.63,19.07,36.67,21.59,29.13,8.28,25.37,23.70,20.87,6.28,10.07
" ","2011",21.25,21.19,27.59,19.74,20.27,13.40,20.05,29.49,12.18,23.87,15.49,9.12,17.15,10.90,16.28,28.54,23.53,32.27,10.31,28.53,22.98,14.71,36.77,-
" ","2012",19.45,19.48,33.10,19.95,12.91,13.76,18.78,15.09,18.96,17.47,15.45,11.53,26.27,9.69,15.49,19.73,9.24,20.53,21.43,30.91,29.58,13.63,16.59,-
" ","2013",13.07,13.08,10.46,18.77,10.80,9.02,14.18,12.13,19.41,10.05,14.70,9.94,16.97,7.05,12.42,6.66,17.74,27.50,4.02,30.32,31.63,11.44,7.70,51.12
" ","2014",12.07,12.10,8.31,19.71,6.58,8.01,19.11,8.56,23.11,13.67,8.48,11.05,17.45,9.06,11.76,4.47,4.01,30.27,2.97,29.14,26.03,11.08,6.44,8.11

"-------------------------- "
"指標項：刑案發生率(件／十萬人) "
"定義：每十萬人口中刑案發生件數。 "
"公式：（刑案發生件數／年中人口數）*100,000 "
"-------------------------- "
"指標項：刑案破獲率(％) "
"定義：指刑案破獲數占刑案發生數之百分比。 "
"公式：(刑案破獲件數／刑案發生件數)*100 "
"-------------------------- "
"指標項：犯罪人口率(人／十萬人) "
"定義：每十萬人口中嫌疑犯人數。 "
"公式：(嫌疑犯人數／年中人口數)*100,000 "
"-------------------------- "
"指標項：竊盜案發生率(件／十萬人) "
"定義：每十萬人口中竊盜案發生件數。 "
"公式：(竊盜案發生數／年中人口數)*100,000 "
"-------------------------- "
"指標項：竊盜案破獲率(％) "
"定義：指竊盜案破獲數占竊盜案發生數之百分比。 "
"公式：(竊盜案破獲數／竊盜案發生數)*100 "
"-------------------------- "
"指標項：竊盜犯罪人口率(人／十萬人) "
"定義：每十萬人口中竊盜嫌疑犯人數。 "
"公式：(竊盜案嫌疑犯人數／年中人口數)*100,000 "
"●竊盜案嫌疑犯人數(人） "
"     "
"竊盜案：指涉嫌意圖為自己或第三人不法之所有，而竊取他人動產之犯罪行為 "
"       "
"。民國七十五年起，竊盜含機車竊盜。嫌疑犯人數：指經警察機關偵(調) "
"       "
"查後，認定涉有犯罪嫌疑並經移送法辦之人數。民國七十五年至八十三年一般 "
"       "
"竊盜嫌疑犯人數包含機車竊盜嫌疑犯人數，八十四年（含）以後新增機車竊盜 "
"       嫌疑犯人數統計，故不包括在一般竊盜內。(資料來源：內政部) "
"●年中人口數(人） "
"     (上年年底人口數+本年年底人口數)/2(資料來源：內政部) "
"-------------------------- "
"指標項：暴力犯罪發生率(件／十萬人) "
"定義：每十萬人暴力犯罪發生件數。 "
"公式：(暴力犯罪發生數／年中人口數)*100,000 "
"-------------------------- "
"指標項：暴力犯罪破獲率(％) "
"定義：指暴力犯罪破獲數占暴力犯罪發生數之百分比。 "
"公式：(暴力犯罪破獲數／暴力犯罪發生數)*100 "
"-------------------------- "
"指標項：暴力犯罪人口率(人／十萬人) "
"定義：每十萬人口中暴力嫌疑犯人數。 "
"公式：(暴力犯罪嫌疑犯人數／年中人口數)*100,000 "
"●暴力犯罪嫌疑犯人數(人） "
"     "
"暴力犯罪：民國七十九年以前為強盜、搶奪、擄人勒贖、故意殺人等四類，民 "
"       "
"國七十九年起增列恐嚇取財及強姦（含輪姦），民國八十九年定義範圍改變， "
"       "
"增加重傷害一項，另恐嚇取財僅指重大恐嚇取財者（即行為人已著手槍擊、下 "
"       "
"毒、縱火、爆炸等手段恐嚇勒索財物者），強姦（含輪姦）改為強制性交（含 "
"       "
"共同強制性交及對幼性交）。嫌疑犯人數：指經警察機關偵(調)查後，認 "
"       定涉有犯罪嫌疑並經移送法辦之人數。(資料來源：內政部) "
"●年中人口數(人） "
"     (上年年底人口數+本年年底人口數)/2(資料來源：內政部) "

